연도,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
2024,5816417,37095624,2955658,49725358,893504,301260,33015252,5131214,88936636,26060618,4355055,103618187,15877840,71664864,99763117,45708770,4681309
